Paragraph Number,Paragraph Style,First Line Indent (cm),Hanging Indent (cm),Font Name,Font Size,Character Count,Word Count,Tab Count,Equals Sign Count,Is Italic,Is Bold,Text,Numbering Type,List Value,Within Table,Paragraph Range
769,Ma,-0.63,2.54,,9999999.0,26,5,0,0,No,Yes,((( Short Answer Questions,0,0,False,"[128525, 128553]"
770,q,-0.75,0.75,Book Antiqua,9.0,83,16,1,0,No,No,1.	What is strategy implementation? Explain the process of strategy implementation.,0,0,False,"[128553, 128638]"
771,q,-0.75,0.75,Book Antiqua,9.0,60,11,1,0,No,No,2.	Explain strategy formulation and strategy implementation.,0,0,False,"[128638, 128700]"
772,q,-0.75,0.75,Book Antiqua,9.0,92,15,1,0,No,No,3.	Describe the operationalization of strategies for effective implementation of strategies.,0,0,False,"[128700, 128794]"
773,q,-0.75,0.75,Book Antiqua,9.0,66,12,1,0,No,No,4.	Explain the organization structure for strategy implementation.,0,0,False,"[128794, 128862]"
774,q,-0.75,0.75,Book Antiqua,9.0,52,13,1,0,No,No,5.	What is simple structure? Explain its advantages.,0,0,False,"[128862, 128916]"
775,q,-0.75,0.75,Book Antiqua,9.0,55,12,1,0,No,No,6.	Define functional structure? Explain its advantages.,0,0,False,"[128916, 128973]"
776,q,-0.75,0.75,Book Antiqua,9.0,62,15,1,0,No,No,7.	What do mean by divisional structure? Explain its demerits.,0,0,False,"[128973, 129037]"
777,q,-0.75,0.75,Book Antiqua,9.0,63,13,1,0,No,No,8.	Define network organizational structure? Explain its merits.,0,0,False,"[129037, 129102]"
778,q,-0.75,0.75,Book Antiqua,9.0,59,13,1,0,No,No,9.	What is committee structure? Describe its disadvantages.,0,0,False,"[129102, 129163]"
779,q,-0.75,0.75,Book Antiqua,9.0,56,14,1,0,No,No,10.	Define team-based structure. Explain its advantages.,0,0,False,"[129163, 129221]"
780,q,-0.75,0.75,Book Antiqua,9.0,67,14,1,0,No,No,11.	Explain the dimensions of managing conflict in an organization.,0,0,False,"[129221, 129290]"
781,q,-0.75,0.75,Book Antiqua,9.0,76,15,1,0,No,No,12.	Describe about the matching strategy with structure of the organization.,0,0,False,"[129290, 129368]"
782,q,-0.75,0.75,Book Antiqua,9.0,78,16,1,0,No,No,13.	Explain the linking of performance and pay strategies of the organization.,0,0,False,"[129368, 129448]"
783,q,-0.75,0.75,Book Antiqua,9.0,81,16,1,0,No,No,14.	Describe the approaches of managing resistance to change in the organization.,0,0,False,"[129448, 129531]"
784,q,-0.75,0.75,Book Antiqua,9.0,74,14,1,0,No,No,15.	Explain the considerations for creating a strategy supporting culture.,0,0,False,"[129531, 129607]"
785,q,-0.75,0.75,Book Antiqua,9.0,68,13,1,0,No,No,16.	Describe the McKinsey’s 7s framework of strategy implementation.,0,0,False,"[129607, 129677]"
786,Ma,-0.51,2.54,Book Antiqua,7.0,0,1,0,0,No,Yes,,0,0,False,"[129677, 129678]"
787,Ma,-0.51,2.54,,9999999.0,14,4,0,0,No,Yes,((( Case Study,0,0,False,"[129678, 129693]"
788,Normal,0.0,2.54,Book Antiqua,9.0,69,15,0,0,No,Yes,Case 1: Read the following case and answer the questions given below:,0,0,False,"[129693, 129764]"
789,Normal,0.0,2.54,Book Antiqua,9.0,257,47,0,0,No,No,"Nepalese financial sector comprising of Banks, Finance Companies and Credit & Saving Co-operatives have been going through challenges for since last 4-5 years It started with the cash crunch felt by general people during the Dashain festival two years back.",0,0,False,"[129764, 130023]"
790,Normal,0.0,2.54,Book Antiqua,9.0,380,73,0,0,No,No,"However, problems surfaced before that when NB Bank and Lumbini Bank were taken under control by NRB due to the mismanagement of found by BOD and CEO. A worse scenario was the declaration of bankruptcy of Nepal Development Bank. The effect now a day has come down to finance companies like Samjhana, Peoples Finance, Nepal Share Market, Capital Merchant, and Finance Company, etc.",0,0,False,"[130023, 130405]"
791,Normal,0.0,2.54,Book Antiqua,9.0,235,47,0,0,No,No,"NRB which used to apply hard measures to regulate the banking sector has been forced to offer last-resort lending funds, ease in housing loans, increase in margin for share market, and renewal in old loans taken by the business sector.",0,0,False,"[130405, 130642]"
792,Normal,0.0,2.54,Book Antiqua,9.0,640,105,0,0,No,No,"The financial sector has been intensely competitive in recent years for deposit collection offering attractive packages like zero balance, free ATM and ABBS utility payment facilities, internet/mobile banking operation, and even gift hampers for new account opening. Banks have already added the Deposit Marketing department recruiting young MBAs and BBAs graduates who are asked to go for aggressive marketing. Citizen bank has recently come out with the tapping of students deposit offering cash incentive, certificate of partnership, internship and future job placement, its idea is a tap the respective parents deposit through students.",0,0,False,"[130642, 131284]"
793,Normal,0.0,2.54,Book Antiqua,9.0,211,43,0,0,No,No,"On the other hand, the operation cost of the banks has increased due to sophisticated banking services, the use of technology, and load-shedding. The situation is worsening due to the lower gap of spread margin.",0,0,False,"[131284, 131497]"
794,Normal,0.0,2.54,Book Antiqua,9.0,567,98,0,0,No,No,"NRB, in order to hide its regulating efficiency, is suggesting for the merger in the financial sector and Governor Mr. Khatiwada humbly says that depositors should see the financial health of banks and financial companies before deciding to open an account. Questions are raised in such a situation doubting the regulating efficiency of the NRB; how a simple and straightforward public could judge the indicators of the bank when the entire NRB mechanism with the nation's most well paid human resource fails to anticipate and manage the financial issues and problem?",0,0,False,"[131497, 132065]"
795,Normal,0.0,2.54,Book Antiqua,9.0,10,4,0,0,No,Yes,Questions:,0,0,False,"[132065, 132078]"
796,Normal,-0.48,3.02,Book Antiqua,9.0,118,24,1,0,No,No,1. 	Write about the internal and external environmental factor of Banking and Finance sector in the light of the case.,0,0,False,"[132078, 132198]"
797,Normal,-0.48,3.02,Book Antiqua,9.0,72,16,1,0,No,No,2.	Explain in brief about the competitive environment faced by the bank.,0,0,False,"[132198, 132272]"
798,Normal,-0.48,3.02,Book Antiqua,9.0,145,30,1,0,No,No,3.	In the light of the case along with your personal judgment what should be the appropriate strategies to be formulated by an average size bank?,0,0,False,"[132272, 132419]"
799,Normal,-0.48,3.02,Book Antiqua,9.0,99,24,1,0,No,No,4.	How do you comment regarding the NRB to tackle the situation? What should be its plan of action?,0,0,False,"[132419, 132520]"
800,Normal,0.0,2.54,Book Antiqua,8.0,32,11,0,0,Yes,Yes,"Source: SDC, Pre-semester (2014)",0,0,False,"[132520, 132553]"
801,Normal (Web),0.0,2.54,Book Antiqua,9.0,54,15,0,0,No,Yes,Case 2: Tesla Motors and the U.S. Automotive Industry,0,0,False,"[132553, 132608]"
802,Normal (Web),0.0,2.54,Book Antiqua,9.0,1071,212,0,0,No,No,"The big three— GM, Ford, and Chrysler—dominated the U.S. car market throughout most of the 20th century. Having enjoyed protection behind high entry barriers, GM once held more than a 50 percent U.S. market share and was highly profitable for many decades, until about 1980. Ford and Chrysler both also did well during this period. However, as competition in the industry became increasingly global, foreign carmakers entered the U.S. market, at first mainly by importing vehicles from overseas plants. Among the first were German carmakers Volkswagen (now also owner of the Porsche and Audi brands), Daimler, and BMW, as well as Japanese carmakers Honda, Toyota, and Nissan. These foreign entrants intensified com-petition, threatened the Big Three’s market share, and led to political pressure to impose import restrictions in the 1980s. Not to be stopped, the new players responded by building U.S. plants in order to avoid import restrictions. More recently, Korean carmakers Hyundai and Kia have also joined in and begun making and selling cars in the United States.",0,0,False,"[132608, 133681]"
803,Normal (Web),0.0,2.54,Book Antiqua,9.0,759,134,0,0,No,No,"Although globalization and deregulation paved the way for significant new entry into the U.S. auto market, the worldwide car manufacturing industry has been exposed to few new entrants. In fact, no new major car manufacturers have emerged in the last couple of decades simply because few industrial products (save for commercial airplanes and nuclear power plants) are as complex to build as cars powered by internal combustion engines. Car manufacturers also require large-scale production in order to be cost-competitive. Taken together, these factors create significant entry barriers into the car manufacturing industry. Would you say, then, that a Silicon Valley technology startup attempting to break into this industry might be running a fool’s errand?",0,0,False,"[133681, 134442]"
804,Normal (Web),0.0,2.54,Book Antiqua,9.0,920,175,0,0,No,No,"Serial entrepreneur Elon Musk, who creates and runs new ventures to address not only economic but also social and environmental challenges, begs to differ. During the Internet boom, Musk made his name (and fortune) by developing an early version of Google maps and by co-founding the online payment system PayPal. The sale of both companies amounted to close to $2 billion, which allowed Musk to focus on his lifelong passions in science, engineering, and space. Musk is founder of and currently runs three different companies: Space X (which made history in May 2012 as the first private company to deliver a cargo payload to the International Space Station with its Dragon spacecraft), Solar City (basically the Wal-Mart of solar panel installations for business and residential customers), and Tesla Motors, an all-electric American car company. It is Tesla where Mr. Musk is currently focusing most of his attention.",0,0,False,"[134442, 135364]"
805,Normal (Web),0.0,2.54,Book Antiqua,9.0,1172,223,0,0,No,No,"As we have discussed, the U.S. automotive industry is characterized by high entry barriers. However, rather than attempting to overcome these barriers through large-scale entry using traditional internal combustion technology, Mr. Musk uses new technology to sidestep them altogether. In particular, Tesla Motors develops all-electric power trains and cars, and currently offers three models. Unlike complex gasoline engines, electric cars are powered by relatively simple motors and gearboxes that have few parts. In fact, the Tesla Roadster, an expensive sports car, has already successfully demonstrated that electric vehicles can be more than mere golf carts by outperforming a Porsche 911 on key metrics such as acceleration. In a move to appeal to a more mass market and to reach a larger production scale to drive down unit costs, Tesla next developed the Model S, a four-door family sedan. The Model S received an outstanding market reception, and was awarded the 2013 Motor Trend Car of the Year. Tesla is also working on a newly designed seven-seat electric vehicle—the Model X—in an attempt to combine the best features of an SUV with the benefits of a minivan.",0,0,False,"[135364, 136537]"
806,Normal (Web),0.0,2.54,Book Antiqua,9.0,136,28,0,0,No,No,Read the above case in detail and try to give the solution of the following issues based on case and by using your study and experience.,0,0,False,"[136537, 136674]"
807,Normal (Web),0.0,2.54,Book Antiqua,9.0,10,3,0,0,No,Yes,Questions:,0,0,False,"[136674, 136686]"
808,Normal (Web),-0.32,3.17,Book Antiqua,9.0,82,18,0,0,No,No,1.  How German and Japanese brands started to compete with US car companies in US.,0,0,False,"[136686, 136770]"
809,Normal (Web),-0.32,3.17,Book Antiqua,9.0,101,22,0,0,No,No,"2.  What Elon Musk allowed Musk to focus on his lifelong passions in science, engineering, and space?",0,0,False,"[136770, 136872]"
810,Normal (Web),-0.32,3.17,Book Antiqua,9.0,98,24,0,0,No,No,"3. It is Tesla where Mr. Musk is currently focusing most of his attention. Why, give your opinion.",0,0,False,"[136872, 136972]"
811,Normal (Web),-0.32,3.17,Book Antiqua,9.0,67,17,0,0,No,No,4.  How Tesla car was awarded the 2013 Motor Trend Car of the Year.,0,0,False,"[136972, 137040]"
812,Normal (Web),0.0,2.54,Book Antiqua,9.0,44,10,0,0,No,Yes,Case 3: Using Cooperative Strategies at IBM,0,0,False,"[137040, 137085]"
813,Normal,0.0,2.54,Book Antiqua,9.0,380,68,0,0,No,No,"A company widely known throughout the world, IBM, has over 350,000 employees working in design, manufacturing, sales, and service advanced information technologies such as computer systems, storage systems, software, and microelectronics. The firm’s extensive lineup of products and services is grouped into three core business units—Systems and Financing, Software, and Services.",0,0,False,"[137085, 137467]"
814,Normal,0.0,2.54,Book Antiqua,9.0,513,94,0,0,No,No,"As is true for all companies, IBM uses three means to grow—internal developments (primarily through innovation), mergers and acquisitions (such as the recent purchase of France-based ILOG, which produces software tools to automate and speed up a firm’s decision-making process), and cooperative strategies. Interestingly, IBM had a ten-year partnership with ILOG before making the acquisition. By cooperating with other companies, IBM is able to leverage its core competencies to grow and improve its performance.",0,0,False,"[137467, 137981]"
815,Normal,0.0,2.54,Book Antiqua,9.0,1025,175,0,0,No,No,"Through cooperative strategies (e.g., strategic alliances and joint ventures,, IBM finds itself working with a variety of firms in order to deliver products and services. However, IBM has specific performance-related objectives it wants to accomplish as it engages in an array of cooperative arrangements. For example, with regard to its systems business, IBM works to develop leading-edge chip technology. In order to do this it has formed five separate alliances to develop the most advanced semiconductor research and expand its facilities by purchasing the latest chip-making equipment. These allies provide brainpower, including more than 250 scientists and engineers that work along with IBM’s engineers and scientists to foster innovation. Some of these innovations come through new advances in materials and chemistry. For instance, IBM signed an agreement with Japan’s JSR, a Japanese firm engaged in materials science, to develop materials and processes for circuitry necessary to advance futuristic semiconductors.",0,0,False,"[137981, 139007]"
